55104:
 num     #instances         #bytes  class name (module)
 371:            36            864  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@17.0.18)
 372:            36            864  sun.awt.SunHints$Value (java.desktop@17.0.18)
 373:            15            840  com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl (java.xml@17.0.18)
 374:            15            840  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl (java.xml@17.0.18)
 375:            15            840  sun.security.ssl.SSLContextImpl$TLSContext (java.base@17.0.18)
 376:            13            832  java.lang.module.ModuleDescriptor (java.base@17.0.18)
 377:            26            832  java.net.URI$Parser (java.base@17.0.18)
 378:            17            816  com.sun.org.apache.xerces.internal.dom.DeferredAttrNSImpl (java.xml@17.0.18)
 379:            17            816  sun.java2d.loops.Blit$GeneralMaskBlit (java.desktop@17.0.18)
 380:            17            816  sun.java2d.loops.DrawGlyphList (java.desktop@17.0.18)
 381:            17            816  sun.java2d.loops.FillRect (java.desktop@17.0.18)
 382:            20            800  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@17.0.18)
 383:            25            800  java.time.format.DateTimeFormatterBuilder$NumberPrinterParser (java.base@17.0.18)
 384:            20            800  java.util.logging.Logger$ConfigurationData (java.logging@17.0.18)
 385:            33            792  java.security.BasicPermissionCollection (java.base@17.0.18)
 386:            11            792  org.apache.commons.compress.archivers.zip.ZipFile$Builder
 387:            33            792  sun.security.util.LazyCodeSourcePermissionCollection (java.base@17.0.18)
 388:             2            784  java.awt.Frame (java.desktop@17.0.18)
 389:             7            784  java.awt.image.ComponentColorModel (java.desktop@17.0.18)
 390:             6            768  com.sun.imageio.plugins.png.PNGImageReader (java.desktop@17.0.18)
 391:            32            768  java.util.concurrent.atomic.AtomicLong (java.base@17.0.18)
 392:            24            768  sun.font.EAttribute (java.desktop@17.0.18)
 393:            16            768  sun.java2d.loops.DrawGlyphListColor$General (java.desktop@17.0.18)
 394:            16            768  sun.java2d.loops.DrawLine (java.desktop@17.0.18)
 395:            16            768  sun.java2d.loops.DrawPath (java.desktop@17.0.18)
 396:            16            768  sun.java2d.loops.DrawPolygons (java.desktop@17.0.18)
 397:            16            768  sun.java2d.loops.DrawRect (java.desktop@17.0.18)
 398:            16            768  sun.java2d.loops.FillPath (java.desktop@17.0.18)
 399:            16            768  sun.java2d.loops.FillSpans (java.desktop@17.0.18)
 400:            24            768  sun.security.x509.OIDMap$OIDInfo (java.base@17.0.18)
 401:            23            760  [Ljava.io.ObjectStreamField; (java.base@17.0.18)
 402:            19            760  jdk.internal.ref.Cleaner (java.base@17.0.18)
 403:            31            744  java.security.Provider$EngineDescription (java.base@17.0.18)
 404:            31            744  java.util.jar.Manifest (java.base@17.0.18)
 405:            31            744  java.util.regex.Pattern$GroupHead (java.base@17.0.18)
 406:            31            744  java.util.regex.Pattern$GroupTail (java.base@17.0.18)
 407:            23            736  java.util.regex.Pattern$Curly (java.base@17.0.18)
 408:            23            736  mihon.reader.model.PageDescriptor
 409:            23            736  mihon.reader.source.SourceEntry
 410:            13            728  kotlinx.coroutines.sync.MutexImpl
 411:            13            728  org.apache.commons.compress.archivers.zip.ZipFile$StoredStatisticsStream
 412:            30            720  [Ljava.util.Map$Entry; (java.base@17.0.18)
 413:            15            720  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack (java.xml@17.0.18)
 414:            15            720  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl (java.xml@17.0.18)
 415:            45            720  java.util.HashMap$KeySet (java.base@17.0.18)
 416:            30            720  kotlinx.coroutines.CompletableDeferredImpl
 417:            30            720  kotlinx.coroutines.flow.ReadonlyStateFlow
 418:            15            720  kotlinx.serialization.json.JsonConfiguration
 419:            10            720  mihon.reader.prefetch.PageLoadCoordinator$loadFullPage$5
 420:            44            704  java.util.concurrent.atomic.AtomicReferenceArray (java.base@17.0.18)
 421:            22            704  sun.font.SunFontManager$FontRegistrationInfo (java.desktop@17.0.18)
 422:            22            704  sun.nio.fs.WindowsChannelFactory$Flags (java.base@17.0.18)
 423:            43            688  sun.security.util.ECParameters (java.base@17.0.18)
 424:            16            672  [Ljava.lang.invoke.MethodType; (java.base@17.0.18)
 425:            28            672  [Lorg.apache.commons.compress.archivers.sevenz.Coder;
 426:            28            672  com.github.junrar.unpack.ppm.State
 427:            21            672  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@17.0.18)
 428:            28            672  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser (java.base@17.0.18)
 429:            42            672  java.util.Formatter$Flags (java.base@17.0.18)
 430:            42            672  jdk.xml.internal.SecuritySupport$$Lambda$330/0x000000080027f318 (java.xml@17.0.18)
 431:            12            672  mihon.reader.prefetch.PageLoadCoordinator$runFlight$3
 432:            14            672  mihon.reader.source.ManagedChapterSource$boundedInput$2
 433:            14            672  sun.java2d.loops.TransformHelper (java.desktop@17.0.18)
 434:            41            656  kotlinx.coroutines.internal.Symbol
 435:            27            648  java.awt.Point (java.desktop@17.0.18)
 436:            16            640  java.lang.invoke.DirectMethodHandle$Special (java.base@17.0.18)
 437:            16            640  java.time.format.DateTimeFormatter (java.base@17.0.18)
 438:             7            632  [Lsun.java2d.loops.RenderCache$Entry; (java.desktop@17.0.18)
 439:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@17.0.18)
 440:            26            624  java.security.spec.ECFieldF2m (java.base@17.0.18)
 441:            26            624  java.time.LocalTime (java.base@17.0.18)
 442:             6            624  mihon.desktop.library.model.LibraryChapter
 443:             3            624  sun.java2d.SunGraphics2D (java.desktop@17.0.18)
 444:            11            616  jdk.internal.module.ModuleReferenceImpl (java.base@17.0.18)
 445:            19            608  [Lcom.sun.jna.Structure;
 446:            19            608  [Lsun.nio.fs.NativeBuffer; (java.base@17.0.18)
 447:            38            608  java.lang.constant.ReferenceClassDescImpl (java.base@17.0.18)
 448:            19            608  java.lang.module.ModuleDescriptor$Requires (java.base@17.0.18)
 449:            19            608  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.18)
 450:            19            608  jdk.internal.loader.NativeLibraries (java.base@17.0.18)
 451:            38            608  org.apache.commons.io.build.AbstractStreamBuilder$$Lambda$273/0x00000008002ff330
 452:            19            600  [Lsun.security.ssl.ProtocolVersion; (java.base@17.0.18)
 453:             3            600  com.sun.imageio.plugins.gif.GIFImageReader (java.desktop@17.0.18)
 454:            15            600  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2 (java.xml@17.0.18)
 455:            15            600  com.sun.org.apache.xerces.internal.impl.XMLErrorReporter (java.xml@17.0.18)
 456:            15            600  com.sun.org.apache.xerces.internal.impl.XMLVersionDetector (java.xml@17.0.18)
 457:            15            600  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription (java.xml@17.0.18)
 458:            15            600  com.sun.org.apache.xerces.internal.impl.validation.ValidationState (java.xml@17.0.18)
 459:            15            600  com.sun.org.apache.xerces.internal.util.SymbolTable (java.xml@17.0.18)
 460:            15            600  com.sun.xml.internal.stream.XMLEntityStorage (java.xml@17.0.18)
 461:            15            600  okhttp3.Dispatcher
 462:            15            600  okhttp3.internal.connection.RealConnectionPool
 463:            15            600  okhttp3.internal.connection.RealConnectionPool$cleanupTask$1
 464:            15            600  sun.security.ssl.X509TrustManagerImpl (java.base@17.0.18)
 465:            37            592  kotlin.enums.EnumEntriesList
 466:             8            576  [Lorg.apache.commons.compress.archivers.sevenz.SevenZMethod;
 467:            24            576  com.sun.org.apache.xerces.internal.util.SymbolTable$Entry (java.xml@17.0.18)
 468:            24            576  java.lang.ProcessImpl$$Lambda$242/0x000000080026aab8 (java.base@17.0.18)
 469:             9            576  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL (java.base@17.0.18)
 470:            12            576  java.util.Hashtable (java.base@17.0.18)
 471:            12            576  jdk.xml.internal.XMLSecurityManager$Limit (java.xml@17.0.18)
 472:            18            576  kotlinx.coroutines.scheduling.WorkQueue
 473:            12            576  mihon.reader.image.ImageIoPageDecoder$probe$2
 474:             9            576  mihon.reader.source.EpubChapterSource$open$1
 475:            12            576  sun.java2d.loops.DrawGlyphListLCD (java.desktop@17.0.18)
 476:            24            576  sun.nio.ch.NativeThreadSet (java.base@17.0.18)
 477:            18            576  sun.security.x509.URIName (java.base@17.0.18)
 478:             7            560  java.util.concurrent.TimeUnit (java.base@17.0.18)
 479:            10            560  mihon.reader.image.CompositePageDecoder$probe$1
 480:             7            560  mihon.reader.source.ReaderChapterAsset
 481:            10            560  sun.invoke.util.Wrapper (java.base@17.0.18)
 482:             3            552  com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl (java.xml@17.0.18)
 483:            23            552  kotlin.text.Regex
 484:            23            552  mihon.reader.source.BoundedPageInput
 485:             2            544  [Ljava.lang.Character; (java.base@17.0.18)
 486:            17            544  sun.security.ssl.CipherSuite$KeyExchange (java.base@17.0.18)
 487:            11            528  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@17.0.18)
 488:            33            528  java.security.SecureClassLoader$CodeSourceKey (java.base@17.0.18)
 489:            13            520  kotlinx.coroutines.sync.SemaphoreSegment
 490:            13            520  org.apache.commons.compress.archivers.zip.ZipFile$BoundedFileChannelInputStream
 491:            16            512  [Ljavax.xml.catalog.CatalogFeatures$Feature; (java.xml@17.0.18)
 492:             8            512  com.github.junrar.unpack.decode.AudioVariables
 493:            16            512  java.time.temporal.ChronoUnit (java.base@17.0.18)
 494:            16            512  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl (java.base@17.0.18)
 495:             4            512  mihon.desktop.cli.PackagedReaderVerifier$verifyAsset$1
 496:             8            512  mihon.reader.memory.BoundedReaderMemoryBudget$reserve$1
 497:            16            512  sun.security.x509.DistributionPoint (java.base@17.0.18)
 498:             9            504  mihon.reader.image.ImageIoPageDecoder$withReader$1
 499:            21            504  org.apache.commons.compress.archivers.zip.ZipMethod
